 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,120,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,0,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,60,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,60,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,60,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
